accession_genbank	database	isol_env	host_species	oxygen_tolerance	dependent	oxygen_requirement	classification
GCA_002954265	bacdive	Glacier Ice	0	aerobe		aerobe	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Flavipsychrobacter;s__Flavipsychrobacter stenotrophus
GCA_002954445	bacdive	Deep sea	0	facultative anaerobe	facultative	anaerobic	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Rubritalea;s__Rubritalea profundi
GCA_002954715	bacdive	Marine	0	0			d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Vibrionaceae;g__Aliivibrio;s__Aliivibrio sifiae
GCA_002973605	bacdive	Geologic	0	0			d__Bacteria;p__Armatimonadota;c__Abditibacteria;o__Abditibacteriales;f__Abditibacteriaceae;g__Abditibacterium;s__Abditibacterium utsteinense
GCA_003002955	bacdive	Soil	0	0			d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Mycobacteriales;f__Micromonosporaceae;g__Glycomyces;s__Glycomyces artemisiae
GCA_003003265	bacdive	Ice	0	0			d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Glaciihabitans;s__Glaciihabitans tibetensis
GCA_003011895	bacdive	Glacier Ice	0	aerobe		aerobe	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Telluria;s__Telluria glaciei
GCA_003025615	bacdive	Marine sediment	0	facultative anaerobe	facultative	anaerobic	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Vibrionaceae;g__Photobacterium;s__Photobacterium frigidiphilum
GCA_003025975	bacdive	0	0	0			d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Vibrionaceae;g__Photobacterium;s__Photobacterium kishitanii
GCA_003026395	bacdive	0	0	0			d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Vibrionaceae;g__Photobacterium;s__Photobacterium iliopiscarium
GCA_003061515	marref	Marine sediment		Facultative	facultative		d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Alteromonadaceae;g__Cognaticolwellia;s__Cognaticolwellia sp003061515
GCA_003072645	marref			Facultative	facultative		d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Aeromonadaceae;g__Dongshaea;s__Dongshaea marina
GCA_003076455	tempura		penguin				d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium faecale
GCA_003097655	bacdive	Glacier Ice	0	aerobe		aerobe	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium laiguense
GCA_003122305	mardb		Plant host	0			d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E prosekii
GCA_003149515	bacdive	Snow	0	aerobe		aerobe	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Hymenobacteraceae;g__Hymenobacter;s__Hymenobacter nivis
GCA_003185895	bacdive	Soil	0	0			d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Cryobacterium;s__Cryobacterium arcticum
GCA_003185915	mardb		Animal host	0			d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Micrococcaceae;g__Specibacter;s__Specibacter psychrochitiniphilus
GCA_003202155	bacdive	Marine	0	facultative anaerobe	facultative	anaerobic	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Marinifilum;s__Marinifilum breve
GCA_003202435	bacdive	Freshwater	0	aerobe		aerobe	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium cheongpyeongense
GCA_003219815	bacdive	Soil	Sphagnum	0			d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Micrococcaceae;g__Specibacter;s__Specibacter livingstonensis
GCA_003228115	mardb	Marine		0			d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__SAR202-VII-2;f__SAR202-VII-2;g__SAR202-VII-2;s__SAR202-VII-2 sp003228115
GCA_003228195	mardb	Marine		0			d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA6952;f__QGNO01;g__QGNO01;s__QGNO01 sp003228195
GCA_003234935	mardb		Plant host	0			d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Crocinitomicaceae;g__Putridiphycobacter;s__Putridiphycobacter roseus
GCA_003242075	mardb	Biofilm		0			d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__TH1-2;g__Vitreimonas;s__Vitreimonas sp003242075
GCA_003242115	mardb	Biofilm		0			d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Phormidesmiales;f__Phormidesmiaceae;g__Phormidesmis;s__Phormidesmis priestleyi_A
GCA_003242125	mardb	Biofilm		0			d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Leptolyngbyales;f__Leptolyngbyaceae;g__Phormidesmis_A;s__Phormidesmis_A priestleyi_A
GCA_003258705	marref	Marine		aerobe		aerobe	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__Arcticibacterium;s__Arcticibacterium luteifluviistationis
GCA_003259225	mardb	Sea ice		0			d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Marinomonadaceae;g__Marinomonas;s__Marinomonas arctica
GCA_003259265	mardb	Sea ice		0			d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Gelidibacter;s__Gelidibacter algens
GCA_003259615	bacdive	Geologic	0	0			d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Pedobacter;s__Pedobacter cryoconitis
GCA_003290445	marref		Animal host	0			d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Francisellales;f__Francisellaceae;g__Francisella_A;s__Francisella_A adeliensis
GCA_003293815	mardb	Marine sediment		0			d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Stutzerimonas;s__Stutzerimonas sp004010935
GCA_003294075	mardb	Marine sediment		0			d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Dietzia;s__Dietzia maris
GCA_003298795	mardb	Marine sediment		0			d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Halomonadaceae;g__Halomonas;s__Halomonas sulfidaeris
GCA_003312425	bacdive	Microbal mat	0	0			d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium psychrolimnae
GCA_003347635	bacdive	Marine	Hippoglossus hippoglossus eggs	0			d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Allosphingosinicella;s__Allosphingosinicella sp003347635
GCA_003347645	bacdive	Marine	0	0			d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Methylopilaceae;g__Terrihabitans;s__Terrihabitans sp003347645
GCA_003350545	bacdive	Soil	0	0			d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium glaciei
GCA_003354245	marref		Animal host	0			d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Edwardsiella;s__Edwardsiella piscicida
GCA_003387655	bacdive	Microbal mat	0	aerobe		aerobe	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Algoriphagus;s__Algoriphagus antarcticus
GCA_003399685	bacdive	Groundwater	0	aerobe		aerobe	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Subtercola;s__Subtercola boreus
GCA_003426735	mardb	Marine sediment		0			d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Arenibacter;s__Arenibacter sp003426735
GCA_003441595	marref	Marine sediment		Facultative	facultative		d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Oleiphilaceae;g__Marinobacter;s__Marinobacter sp003441595
GCA_003443535	marref		Plant host	0			d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Ruegeria;s__Ruegeria sp003443535
GCA_003443555	bacdive	Marine	0	0			d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Phaeobacter;s__Phaeobacter inhibens
GCA_003443635	marref		Animal host	0			d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__AU392;s__AU392 sp003443635
GCA_003443675	marref		Animal host	0			d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Aquimarina;s__Aquimarina sp003443675
GCA_003443695	marref		Plant host	0			d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Aquimarina;s__Aquimarina latercula
GCA_003443715	marref		Animal host	0			d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Aquimarina;s__Aquimarina aggregata
GCA_003443875	marref	Soil		0			d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Propionibacteriales;f__Nocardioidaceae;g__Aeromicrobium;s__Aeromicrobium sp003443875
GCA_003515945	mardb	Marine sediment		0			d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Dermatophilaceae;g__Dermacoccus;s__Dermacoccus abyssi
GCA_003583925	bacdive	Soil	0	aerobe		aerobe	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Hymenobacteraceae;g__Hymenobacter;s__Hymenobacter rubripertinctus
GCA_003602235	bacdive	Glacier Ice	0	aerobe		aerobe	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Cryobacterium;s__Cryobacterium melibiosiphilum
GCA_003610455	bacdive	Freshwater	0	aerobe		aerobe	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Sulfitobacter;s__Sulfitobacter guttiformis
GCA_003634755	bacdive	Freshwater sediment	0	aerobe		aerobe	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium limicola
GCA_003646465	mardb	Marine		0			d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Chachezhania;s__Chachezhania antarctica
GCA_003664035	bacdive	Freshwater sediment	0	aerobe		aerobe	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Pedobacter;s__Pedobacter alluvionis
GCA_003667345	mardb	Marine sediment		0			d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Arcobacteraceae;g__Poseidonibacter;s__Poseidonibacter antarcticus
GCA_003688405	mardb	Marine		0			d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Ulvibacter;s__Ulvibacter antarcticus
GCA_003688495	bacdive	Soil	0	aerobe		aerobe	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium weaverense
GCA_003721495	marref		Animal host	0			d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces goshikiensis
GCA_003788585	bacdive	Deep sea	Malacocottus gibber	aerobe		aerobe	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Nevskiales;f__Salinisphaeraceae;g__Salinisphaera;s__Salinisphaera japonica
GCA_003797125	mardb	Marine sediment		0			d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Shewanellaceae;g__Shewanella;s__Shewanella frigidimarina
GCA_003797165	mardb	Marine sediment		0			d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Shewanellaceae;g__Shewanella;s__Shewanella psychromarinicola
GCA_003797845	mardb	Sea ice		0			d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Shewanellaceae;g__Shewanella;s__Shewanella frigidimarina
GCA_003797885	mardb	Marine sediment		0			d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Shewanellaceae;g__Shewanella;s__Shewanella vesiculosa
GCA_003797905	mardb	Marine		0			d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Halopseudomonas;s__Halopseudomonas neustonica
GCA_003797945	mardb	Marine		0			d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Halopseudomonas;s__Halopseudomonas neustonica
GCA_003846155	mardb		Animal host	0			d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces silvae
GCA_003846165	mardb		Animal host	0			d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces goshikiensis
GCA_003846175	mardb		Animal host	0			d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces sp003846175
GCA_003846185	mardb		Animal host	0			d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces sp003846185
GCA_003846195	mardb		Animal host	0			d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces laculatispora
GCA_003846255	mardb		Animal host	0			d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces anulatus_C
GCA_003846265	mardb		Animal host	0			d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces albidoflavus
GCA_003846275	mardb		Animal host	0			d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces clavifer
GCA_003846285	mardb		Animal host	0			d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces diastaticus
GCA_003855155	bacdive	Marine sediment	0	facultative anaerobe	facultative	anaerobic	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Shewanellaceae;g__Shewanella;s__Shewanella psychromarinicola
GCA_003858655	bacdive	Marine sediment	0	facultative anaerobe	facultative	anaerobic	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Nitrincolaceae;g__Amphritea;s__Amphritea balenae
GCA_003860405	bacdive	Soil	0	obligate aerobe	obligate	aerobe	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Mycobacteriales;f__Nakamurellaceae;g__Nakamurella;s__Nakamurella antarctica
GCA_003860465	bacdive	Soil	0	obligate aerobe	obligate	aerobe	d__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Deinococcaceae;g__Deinococcus;s__Deinococcus psychrotolerans
GCA_003863355	bacdive	Deep sea	0	0			d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Ancylomarina;s__Ancylomarina euxinus
GCA_003865095	bacdive	Soil	0	anaerobe		anaerobic	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_AD;s__Clostridium_AD tagluense
GCA_003942025	marref		Animal host	0			d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Vibrionaceae;g__Aliivibrio;s__Aliivibrio salmonicida_A
GCA_003952245	marref	Marine		0			d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E lactis
GCA_003952345	bacdive	0	Ciconia boyciana	facultative anaerobe	facultative	anaerobic	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Chitinibacteraceae;g__Iodobacter;s__Iodobacter ciconiae
GCA_003955735	bacdive	Freshwater	0	aerobe		aerobe	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Undibacterium;s__Undibacterium parvum
GCA_003970805	bacdive	0	0	obligate aerobe	obligate	aerobe	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Undibacterium;s__Undibacterium piscinae
GCA_004001325	bacdive	Freshwater	0	aerobe		aerobe	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Thiomicrospirales;f__Thiomicrospiraceae;g__Thiomicrorhabdus;s__Thiomicrorhabdus aquaedulcis
GCA_004011805	bacdive	Sewage water	0	aerobe		aerobe	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_B;g__Piscinibacter;s__Piscinibacter defluvii
GCA_004116575	mardb		Animal host	0			d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Arcobacteraceae;g__Aliarcobacter;s__Aliarcobacter skirrowii
GCA_004137345	bacdive	Glacier Ice	0	aerobe		aerobe	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Propionibacteriales;f__Nocardioidaceae;g__Nocardioides;s__Nocardioides zhouii
GCA_004295485	marref	Soil		aerobe		aerobe	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Dermatophilaceae;g__Janibacter;s__Janibacter limosus_A
GCA_004307425	bacdive	Freshwater	0	0			d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__Aquirufa;s__Aquirufa antheringensis
GCA_004310685	bacdive	Soil	0	aerobe		aerobe	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Conyzicola;s__Conyzicola arctica
GCA_004323635	bacdive	0	0	facultative anaerobe	facultative	anaerobic	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Lichenihabitans;s__Lichenihabitans psoromatis
GCA_004327155	bacdive	0	0	facultative anaerobe	facultative	anaerobic	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Lichenihabitans;s__Lichenihabitans psoromatis
GCA_004340665	bacdive	Soil	0	aerobe		aerobe	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Pedobacter;s__Pedobacter psychrotolerans
GCA_004346685	bacdive	Freshwater sediment	0	0			d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__SMCO01;g__Sulfurirhabdus;s__Sulfurirhabdus autotrophica
GCA_004349315	bacdive	Ice	0	aerobe		aerobe	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium ranwuense
GCA_004353825	bacdive	Glacier Ice	0	aerobe		aerobe	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Beutenbergiaceae;g__Occultella;s__Occultella glacieicola
GCA_004365915	bacdive	Soil	0	0			d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Cryobacterium;s__Cryobacterium psychrophilum
GCA_004367585	marref	Marine		Facultative	facultative		d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Paenisporosarcina;s__Paenisporosarcina antarctica
GCA_004402005	bacdive	Freshwater sediment	0	aerobe		aerobe	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Pedobacter;s__Pedobacter alluvionis
GCA_004402405	bacdive	Glacier Ice	0	aerobe		aerobe	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Cryobacterium;s__Cryobacterium levicorallinum
GCA_004402515	bacdive	Glacier Ice	0	0			d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Cryobacterium;s__Cryobacterium luteum
GCA_004402625	bacdive	Glacier Ice	0	aerobe		aerobe	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Cryobacterium;s__Cryobacterium flavum
GCA_004745955	bacdive	Glacier Ice	0	0			d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Hymenobacteraceae;g__Hymenobacter;s__Hymenobacter elongatus
GCA_004766045	bacdive	Marine sediment	0	anaerobe		anaerobic	d__Bacteria;p__Bacillota_B;c__Desulfitobacteriia;o__Desulfitobacteriales;f__Desulfitobacteriaceae;g__Desulfosporosinus;s__Desulfosporosinus fructosivorans
GCA_004803505	bacdive	0	0	aerobe		aerobe	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Micrococcaceae;g__Arthrobacter_D;s__Arthrobacter_D echini
GCA_004843725	marref		Plant host	0			d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Olleya;s__Olleya sp004843725
GCA_005234075	marref			0			d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Shewanellaceae;g__Shewanella;s__Shewanella polaris
GCA_006064855	marref	Marine		aerobe		aerobe	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Sulfitobacter;s__Sulfitobacter sp006064855
GCA_006159205	marref	Marine sediment		0			d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Gillisia;s__Gillisia flava
GCA_006246305	bacdive	Freshwater	0	0			d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Aeromonadaceae;g__Aeromonas;s__Aeromonas salmonicida
GCA_006385555	marref		Plant host	0			d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Shewanellaceae;g__Shewanella;s__Shewanella polaris
GCA_006542315	marref	Marine sediment		0			d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Halomonadaceae;g__Halomonas;s__Halomonas titanicae
GCA_006714895	bacdive	Marine	0	0			d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Gramella;s__Gramella sp006714895
GCA_006788895	bacdive	Freshwater	0	0			d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Rhodoglobus;s__Rhodoglobus vestalii
GCA_006974145	marref	Sand		0			d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Changchengzhania;s__Changchengzhania lutea
GCA_007280555	bacdive	Soil	0	aerobe		aerobe	d__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Deinococcaceae;g__Deinococcus;s__Deinococcus detaillensis
GCA_007280785	bacdive	Geologic	0	microaerophile		aerobe	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter_E;s__Helicobacter_E mehlei
GCA_007567505	bacdive	Marine sediment	0	anaerobe		anaerobic	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Shewanellaceae;g__Shewanella;s__Shewanella donghaensis
GCA_007741495	bacdive	Biofilm	0	0			d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;g__Roseimaritima;s__Roseimaritima multifibrata
GCA_007741515	bacdive	Biofilm	0	0			d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Lacipirellulaceae;g__Adhaeretor;s__Adhaeretor mobilis
GCA_007745635	marref	Brackish water		0			d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;g__Stieleria;s__Stieleria sp002167455
GCA_007748135	bacdive	Fish tank	0	0			d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__Gimesia;s__Gimesia chilikensis
GCA_007827275	bacdive	Marine	0	0			d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Gillisia;s__Gillisia sp007827275
GCA_007827285	bacdive	Marine	0	0			d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Dokdonia;s__Dokdonia sp000212355
GCA_007827465	bacdive	Marine	0	0			d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Dokdonia;s__Dokdonia sp007827465
GCA_007830355	bacdive	Glacier Ice	0	aerobe		aerobe	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium tiangeerense
GCA_007859735	bacdive	Marine	0	0			d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__Thalassoglobus;s__Thalassoglobus neptunius
GCA_007859765	bacdive	Marine	0	0			d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Lacipirellulaceae;g__Posidoniimonas;s__Posidoniimonas corsicana
GCA_007860075	bacdive	Marine	0	aerobe		aerobe	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__Symmachiella;s__Symmachiella macrocystis
GCA_007860215	bacdive	Fish tank	0	0			d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;g__Crateriforma;s__Crateriforma spongiae
GCA_007990815	bacdive	0	0	aerobe		aerobe	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium branchiophilum
GCA_007992475	bacdive	Glacier Meltwater	0	aerobe		aerobe	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium noncentrifugens
